sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,crosssell_skus,upsell_skus,additional_images,additional_image_labels,hide_from_product_page,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,configurable_variations,configurable_variation_labels,associated_skus
I0019443,,Default,simple,Default Category/GIFTSET,base,Such a Flirt,"Such a Flirt by Victorias Secret for Women - 3 Pc Gift Set 4.2oz Such a Flirt Body Lotion, 4.2oz Suc","Such a Flirt by Victorias Secret for Women - 3 Pc Gift Set 4.2oz Such a Flirt Body Lotion, 4.2oz Suc",1,1,Taxable Goods,"Catalog, Search",16.56,,,,I0019443,,,,images/I0019443.png,,images/I0019443.png,,images/I0019443.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Victorias Secret,size=3 Pc Gift Set,type=4.2oz Such a Flirt Body Lotion, 4.2oz Such a Flirt Fragrance Mist, 4.2oz Such a Flirt Body Wash,gender=Women,upc=667531672344,pwwsku=W-GS-4011",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0019444,,Default,simple,Default Category/GIFTSET,base,Summer Perfumer Layering Trio,"Summer Perfumer Layering Trio by Clean for Women - 3 Pc Gift Set 0.5oz EDP Spray Summer Escape, 0.5o","Summer Perfumer Layering Trio by Clean for Women - 3 Pc Gift Set 0.5oz EDP Spray Summer Escape, 0.5o",1,1,Taxable Goods,"Catalog, Search",20.7,,,,I0019444,,,,images/I0019444.png,,images/I0019444.png,,images/I0019444.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Clean,size=3 Pc Gift Set,type=0.5oz EDP Spray Summer Escape, 0.5oz EDT Spray Summer Sun, 0.5oz EDT Summer Sailing,gender=Women,upc=874034006815,pwwsku=W-GS-4046",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0019445,,Default,simple,Default Category/GIFTSET,base,Sun Di Gioia,"Sun Di Gioia by Giorgio Armani for Women - 3 Pc Gift Set 3.4oz Sun Di Gioia EDP Spray, 0.34oz Acqua","Sun Di Gioia by Giorgio Armani for Women - 3 Pc Gift Set 3.4oz Sun Di Gioia EDP Spray, 0.34oz Acqua",1,1,Taxable Goods,"Catalog, Search",78.66,,,,I0019445,,,,images/I0019445.png,,images/I0019445.png,,images/I0019445.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Giorgio Armani,size=3 Pc Gift Set,type=3.4oz Sun Di Gioia EDP Spray, 0.34oz Acqua Di Gioia EDP Rollerball, 0.34oz Sun Di Gioia EDP Rollerball,gender=Women,upc=3605971529757,pwwsku=W-GS-4270",-1,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0019446,,Default,simple,Default Category/GIFTSET,base,Sunflowers,"Sunflowers by Elizabeth Arden for Women - 2 pc Gift Set 3.3 oz EDT Spray, 3.3 oz Body Lotion","Sunflowers by Elizabeth Arden for Women - 2 pc Gift Set 3.3 oz EDT Spray, 3.3 oz Body Lotion",1,1,Taxable Goods,Not Visible Individually,14.49,,,,I0019446,,,,images/I0019446.png,,images/I0019446.png,,images/I0019446.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Elizabeth Arden,size=2 pc Gift Set,type=3.3 oz EDT Spray, 3.3 oz Body Lotion,gender=Women,upc=85805189815,pwwsku=W-GS-1093",1,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0019447,,Default,simple,Default Category/GIFTSET,base,Sunflowers,"Sunflowers by Elizabeth Arden for Women - 3 Pc Gift Set 3.3oz EDT Spray, 3.3oz Body Lotion, 3.3oz Bo","Sunflowers by Elizabeth Arden for Women - 3 Pc Gift Set 3.3oz EDT Spray, 3.3oz Body Lotion, 3.3oz Bo",1,1,Taxable Goods,Not Visible Individually,15.87,,,,I0019447,,,,images/I0019447.png,,images/I0019447.png,,images/I0019447.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Elizabeth Arden,size=3 Pc Gift Set,type=3.3oz EDT Spray, 3.3oz Body Lotion, 3.3oz Body Cream Cleanser,gender=Women,upc=85805189310,pwwsku=W-GS-1493",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0019448,,Default,simple,Default Category/GIFTSET,base,Sung,"Sung by Alfred Sung for Women - 3 Pc Gift Set 3.4oz EDT Spray, 2.5oz Essential Body Lotion, 2.5oz Re","Sung by Alfred Sung for Women - 3 Pc Gift Set 3.4oz EDT Spray, 2.5oz Essential Body Lotion, 2.5oz Re",1,1,Taxable Goods,Not Visible Individually,23.81,,,,I0019448,,,,images/I0019448.png,,images/I0019448.png,,images/I0019448.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Alfred Sung,size=3 Pc Gift Set,type=3.4oz EDT Spray, 2.5oz Essential Body Lotion, 2.5oz Refreshing Shower Gel,gender=Women,upc=719346642095,pwwsku=W-GS-2592",4,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0019449,,Default,simple,Default Category/GIFTSET,base,Super Samba,"Super Samba by Perfumers Workshop for Women - 2 Pc Gift Set 3.3oz EDT Spray, 4.4oz Body Lotion","Super Samba by Perfumers Workshop for Women - 2 Pc Gift Set 3.3oz EDT Spray, 4.4oz Body Lotion",1,1,Taxable Goods,"Catalog, Search",10.35,,,,I0019449,,,,images/I0019449.png,,images/I0019449.png,,images/I0019449.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Perfumers Workshop,size=4 Pc Gift Set,type=3.3oz EDT Spray, 4.4oz Body Lotion,gender=Women,upc=8952967068,pwwsku=W-GS-2386",1,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0019450,,Default,simple,Default Category/GIFTSET,base,Sweet,"Sweet by Lolita Lempicka for Women - 2 Pc Gift Set 2.7oz EDP Spray, 0.23 EDP Spray","Sweet by Lolita Lempicka for Women - 2 Pc Gift Set 2.7oz EDP Spray, 0.23 EDP Spray",1,1,Taxable Goods,"Catalog, Search",37.26,,,,I0019450,,,,images/I0019450.png,,images/I0019450.png,,images/I0019450.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Lolita Lempicka,size=2 Pc Gift Set,type=2.7oz EDP Spray, 0.23 EDP Spray,gender=Women,upc=3595200121626,pwwsku=W-GS-3892",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0019451,,Default,simple,Default Category/GIFTSET,base,Swiss Army,"Swiss Army by Swiss Army for Women - 2 Pc Gift Set 3.3oz EDT Spray, Wenger Pocket Knife.","Swiss Army by Swiss Army for Women - 2 Pc Gift Set 3.3oz EDT Spray, Wenger Pocket Knife.",1,1,Taxable Goods,Not Visible Individually,33.12,,,,I0019451,,,,images/I0019451.png,,images/I0019451.png,,images/I0019451.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Swiss Army,size=2 Pc Gift Set,type=3.3oz EDT Spray, Wenger Pocket Knife.,gender=Women,upc=776133030572,pwwsku=W-GS-1857",1,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0019452,,Default,simple,Default Category/GIFTSET,base,Swiss Army,"Swiss Army by Swiss Army for Women - 2 Pc Gift Set 3.4oz EDT Spray, 2.5oz Deodorant Stick","Swiss Army by Swiss Army for Women - 2 Pc Gift Set 3.4oz EDT Spray, 2.5oz Deodorant Stick",1,1,Taxable Goods,Not Visible Individually,26.91,,,,I0019452,,,,images/I0019452.png,,images/I0019452.png,,images/I0019452.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Swiss Army,size=2 Pc Gift Set,type=3.4oz EDT Spray, 2.5oz Deodorant Stick,gender=Women,upc=7640131398381,pwwsku=W-GS-2150",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0019453,,Default,simple,Default Category/GIFTSET,base,Swiss Army,"Swiss Army by Swiss Army for Women - 2 Pc Gift Set 3.4oz EDT Spray, Victorinox Traveler Set","Swiss Army by Swiss Army for Women - 2 Pc Gift Set 3.4oz EDT Spray, Victorinox Traveler Set",1,1,Taxable Goods,Not Visible Individually,26.22,,,,I0019453,,,,images/I0019453.png,,images/I0019453.png,,images/I0019453.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Swiss Army,size=2 Pc Gift Set,type=3.4oz EDT Spray, Victorinox Traveler Set,gender=Women,upc=7640131396134,pwwsku=W-GS-3396",4,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0019454,,Default,simple,Default Category/GIFTSET,base,Swiss Army Classic,"Swiss Army Classic by Swiss Army for Women - 2 Pc Gift Set 3.4oz EDT Spray, Pocket Knife Classic Red","Swiss Army Classic by Swiss Army for Women - 2 Pc Gift Set 3.4oz EDT Spray, Pocket Knife Classic Red",1,1,Taxable Goods,"Catalog, Search",27.6,,,,I0019454,,,,images/I0019454.png,,images/I0019454.png,,images/I0019454.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Swiss Army,size=2 Pc Gift Set,type=3.4oz EDT Spray, Pocket Knife Classic Red,gender=Women,upc=7640131396073,pwwsku=W-GS-3465",1,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0019455,,Default,simple,Default Category/GIFTSET,base,Swiss Army Victoria,"Swiss Army Victoria by Swiss Army for Women - 2 Pc Gift Set 3.4oz EDT Spray, Victoria Knife","Swiss Army Victoria by Swiss Army for Women - 2 Pc Gift Set 3.4oz EDT Spray, Victoria Knife",1,1,Taxable Goods,"Catalog, Search",26.22,,,,I0019455,,,,images/I0019455.png,,images/I0019455.png,,images/I0019455.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Swiss Army,size=2 Pc Gift Set,type=3.4oz EDT Spray, Victoria Knife,gender=Women,upc=7640131396103,pwwsku=W-GS-3464",1,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0019456,,Default,simple,Default Category/GIFTSET,base,Tabu,"Tabu by Dana for Women - 5 Pc Gift Set 2.5oz EDC Spray, 2.5oz Body Lotion, 2.5oz Body Wash, 1.75oz D","Tabu by Dana for Women - 5 Pc Gift Set 2.5oz EDC Spray, 2.5oz Body Lotion, 2.5oz Body Wash, 1.75oz D",1,1,Taxable Goods,Not Visible Individually,15.18,,,,I0019456,,,,images/I0019456.png,,images/I0019456.png,,images/I0019456.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Dana,size=5 Pc Gift Set,type=2.5oz EDC Spray, 2.5oz Body Lotion, 2.5oz Body Wash, 1.75oz Dusting Powder, 5ml Refillable,gender=Women,upc=46447160044,pwwsku=W-GS-4120",-23,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0019457,,Default,simple,Default Category/GIFTSET,base,Tempting,"Tempting by Sofia Vergara for Women - 3 Pc Gift Set 3.4oz EDP Spray, 0.33oz EDP Rollerball, 3.4oz Bo","Tempting by Sofia Vergara for Women - 3 Pc Gift Set 3.4oz EDP Spray, 0.33oz EDP Rollerball, 3.4oz Bo",1,1,Taxable Goods,"Catalog, Search",24.84,,,,I0019457,,,,images/I0019457.png,,images/I0019457.png,,images/I0019457.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Sofia Vergara,size=3 Pc Gift Set,type=3.4oz EDP Spray, 0.33oz EDP Rollerball, 3.4oz Body Lotion,gender=Women,upc=840797104860,pwwsku=W-GS-4330",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0019458,,Default,simple,Default Category/GIFTSET,base,The Beauty Of Grace,"The Beauty Of Grace by Philosophy for Women - 4 Pc Gift Set 2oz EDP Spray, 16oz Amazing Grace Shampo","The Beauty Of Grace by Philosophy for Women - 4 Pc Gift Set 2oz EDP Spray, 16oz Amazing Grace Shampo",1,1,Taxable Goods,"Catalog, Search",62.1,,,,I0019458,,,,images/I0019458.png,,images/I0019458.png,,images/I0019458.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Philosophy,size=4 Pc Gift Set,type=2oz EDP Spray, 16oz Amazing Grace Shampo Bath & Shower Gel, 0.33oz EDT Roll-On, 8oz Amazing Grace Whipped Body Creme,gender=Women,upc=3614223645800,pwwsku=W-GS-4185",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0019459,,Default,simple,Default Category/GIFTSET,base,The Big Pony Collection # 3,"The Big Pony Collection # 3 by Ralph Lauren for Women - 3 Pc Gift Set 3.4oz EDT Spray, 0.34oz EDT Sp","The Big Pony Collection # 3 by Ralph Lauren for Women - 3 Pc Gift Set 3.4oz EDT Spray, 0.34oz EDT Sp",1,1,Taxable Goods,"Catalog, Search",63.48,,,,I0019459,,,,images/I0019459.png,,images/I0019459.png,,images/I0019459.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Ralph Lauren,size=3 Pc Gift Set,type=3.4oz EDT Spray, 0.34oz EDT Spray, 6.7oz Body Lotion,gender=Women,upc=3605970323530,pwwsku=W-GS-3538",1,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0019460,,Default,simple,Default Category/GIFTSET,base,The Big Pony Collection # 4,"The Big Pony Collection # 4 by Ralph Lauren for Women - 3 Pc Gift Set 3.4oz EDT Spray, 0.34oz EDT Sp","The Big Pony Collection # 4 by Ralph Lauren for Women - 3 Pc Gift Set 3.4oz EDT Spray, 0.34oz EDT Sp",1,1,Taxable Goods,Not Visible Individually,63.48,,,,I0019460,,,,images/I0019460.png,,images/I0019460.png,,images/I0019460.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Ralph Lauren,size=3 Pc Gift Set,type=3.4oz EDT Spray, 0.34oz EDT Spray, 6.7oz Body Lotion,gender=Women,upc=3605970323738,pwwsku=W-GS-3539",2,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0019461,,Default,simple,Default Category/GIFTSET,base,The Big Pony Collection # 4,"The Big Pony Collection # 4 by Ralph Lauren for Women - 3 Pc Gift Set 3.4oz EDT Spray, 1.7oz Body Lo","The Big Pony Collection # 4 by Ralph Lauren for Women - 3 Pc Gift Set 3.4oz EDT Spray, 1.7oz Body Lo",1,1,Taxable Goods,Not Visible Individually,59.34,,,,I0019461,,,,images/I0019461.png,,images/I0019461.png,,images/I0019461.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Ralph Lauren,size=3 Pc Gift Set,type=3.4oz EDT Spray, 1.7oz Body Lotion & Bag,gender=Women,upc=3605970396640,pwwsku=W-GS-4245",88,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0019462,,Default,simple,Default Category/GIFTSET,base,The Big Pony Miniature Collection,The Big Pony Miniature Collection by Ralph Lauren for Women - 4 Pc Mini Gift Set 0.5oz The Big Pony,The Big Pony Miniature Collection by Ralph Lauren for Women - 4 Pc Mini Gift Set 0.5oz The Big Pony,1,1,Taxable Goods,"Catalog, Search",44.16,,,,I0019462,,,,images/I0019462.png,,images/I0019462.png,,images/I0019462.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Ralph Lauren,size=4 Pc Mini Gift Set,type=0.5oz The Big Pony Collection # 1 EDT Splash, 0.5oz The Big Pony Collection # 2 EDT Splash, 0.5oz The Big Pony Collection # 3 EDT Splash, 0.5oz The Big Pony Collection # 4 EDT Splash,gender=Women,upc=3660732006953,pwwsku=W-GS-3285",5,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0019463,,Default,simple,Default Category/GIFTSET,base,The Discovery Set,The Discovery Set by Kilian for Women - 10 Pc Mini Gift Set 0.25oz Prelude to Love Invitation EDP Sp,The Discovery Set by Kilian for Women - 10 Pc Mini Gift Set 0.25oz Prelude to Love Invitation EDP Sp,1,1,Taxable Goods,"Catalog, Search",207,,,,I0019463,,,,images/I0019463.png,,images/I0019463.png,,images/I0019463.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Kilian,size=2 Pc Gift Set,type=0.25oz Prelude to Love Invitation EDP Spray, 0.25oz Love Dont Be Shy EDP Spray, 0.25oz Beyond Love Prohibited EDP Spray, 0.25oz Love and Tears Surrender EDP Spray, 0.25oz A Taste of Heaven Absinthe V,gender=Women,upc=3760167029111,pwwsku=W-GS-4105",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0019464,,Default,simple,Default Category/GIFTSET,base,The Elizabeth Taylor Collection,The Elizabeth Taylor Collection by Elizabeth Taylor for Women - 3 Pc Mini Gift Set 0.5oz Forever EDP,The Elizabeth Taylor Collection by Elizabeth Taylor for Women - 3 Pc Mini Gift Set 0.5oz Forever EDP,1,1,Taxable Goods,Not Visible Individually,20.7,,,,I0019464,,,,images/I0019464.png,,images/I0019464.png,,images/I0019464.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Elizabeth Taylor,size=3 Pc Gift Set,type=0.5oz Forever EDP Spray, 0.5oz White Diamonds EDT Spray, 0.5oz Passion EDT Spray,gender=Women,upc=719346537315,pwwsku=W-GS-2681",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0019465,,Default,simple,Default Category/GIFTSET,base,The Elizabeth Taylor Collection,The Elizabeth Taylor Collection by Elizabeth Taylor for Women - 4 Pc Gift Set 0.5oz White Diamonds E,The Elizabeth Taylor Collection by Elizabeth Taylor for Women - 4 Pc Gift Set 0.5oz White Diamonds E,1,1,Taxable Goods,Not Visible Individually,20.7,,,,I0019465,,,,images/I0019465.png,,images/I0019465.png,,images/I0019465.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Elizabeth Taylor,size=4 Pc Gift Set,type=0.5oz White Diamonds EDT Spray, 0.5oz Forever Elizabeth EDP Spray, 0.33oz Violet Eyes EDP Spray, 0.5oz Passion EDT Spray,gender=Women,upc=719346537377,pwwsku=W-GS-3151",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0019466,,Default,simple,Default Category/GIFTSET,base,The Key,"The Key by Justin Bieber for Women - 3 Pc Gift Set 3.4oz EDP Spray, 3.4oz Body Lotion, 3.4oz Body Wa","The Key by Justin Bieber for Women - 3 Pc Gift Set 3.4oz EDP Spray, 3.4oz Body Lotion, 3.4oz Body Wa",1,1,Taxable Goods,"Catalog, Search",32.43,,,,I0019466,,,,images/I0019466.png,,images/I0019466.png,,images/I0019466.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Justin Bieber,size=2 Pc Gift Set,type=3.4oz EDP Spray, 3.4oz Body Lotion, 3.4oz Body Wash,gender=Women,upc=719346176491,pwwsku=W-GS-3469",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0019467,,Default,simple,Default Category/GIFTSET,base,The Lightness of Grace,"The Lightness of Grace by Philosophy for Women - 3 Pc Gift Set 2oz Pure Grace EDT Spray, 8oz Shampoo","The Lightness of Grace by Philosophy for Women - 3 Pc Gift Set 2oz Pure Grace EDT Spray, 8oz Shampoo",1,1,Taxable Goods,"Catalog, Search",42.78,,,,I0019467,,,,images/I0019467.png,,images/I0019467.png,,images/I0019467.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Philosophy,size=3 Pc Gift Set,type=2oz Pure Grace EDT Spray, 8oz Shampoo Bath & Shower Gel, 8oz Body Lotion,gender=Women,upc=604079178686,pwwsku=W-GS-4140",-3,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0019468,,Default,simple,Default Category/GIFTSET,base,The One,"The One by Dolce and Gabbana for Women - 3 Pc Gift Set 2.5oz EDP Spray, 0.2oz EDP Fragrance Pen, 3.3o","The One by Dolce and Gabbana for Women - 3 Pc Gift Set 2.5oz EDP Spray, 0.2oz EDP Fragrance Pen, 3.3o",1,1,Taxable Goods,Not Visible Individually,74.52,,,,I0019468,,,,images/I0019468.png,,images/I0019468.png,,images/I0019468.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Dolce & Gabbana,size=3 Pc Gift Set,type=2.5oz EDP Spray, 0.2oz EDP Fragrance Pen, 3.3oz Perfumed Body Lotion,gender=Women,upc=730870147184,pwwsku=W-GS-2962",-1,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0019469,,Default,simple,Default Category/GIFTSET,base,The One,"The One by Dolce and Gabbana for Women - 3 Pc Gift Set 2.5oz EDP Spray, 3.4oz Perfumed Body Lotion, 3","The One by Dolce and Gabbana for Women - 3 Pc Gift Set 2.5oz EDP Spray, 3.4oz Perfumed Body Lotion, 3",1,1,Taxable Goods,Not Visible Individually,69,,,,I0019469,,,,images/I0019469.png,,images/I0019469.png,,images/I0019469.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Dolce & Gabbana,size=3 Pc Gift Set,type=2.5oz EDP Spray, 3.4oz Perfumed Body Lotion, 3.4oz Perfumed Shower Gel,gender=Women,upc=3423473021094,pwwsku=W-GS-1763",-3,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0019470,,Default,simple,Default Category/GIFTSET,base,The One Desire,"The One Desire by Dolce and Gabbana for Women - 3 Pc Gift Set 2.5oz EDP Spray, 3.3oz Body Lotion, 3.3","The One Desire by Dolce and Gabbana for Women - 3 Pc Gift Set 2.5oz EDP Spray, 3.3oz Body Lotion, 3.3",1,1,Taxable Goods,"Catalog, Search",62.1,,,,I0019470,,,,images/I0019470.png,,images/I0019470.png,,images/I0019470.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Dolce & Gabbana,size=3 Pc Gift Set,type=2.5oz EDP Spray, 3.3oz Body Lotion, 3.3oz Shower Gel,gender=Women,upc=737052710952,pwwsku=W-GS-3363",3,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0019471,,Default,simple,Default Category/GIFTSET,base,The Prada Miniatures Collection,The Prada Miniatures Collection by Prada for Women - 5 Pc Gift Set 0.27oz Les Infusions De Prada Iri,The Prada Miniatures Collection by Prada for Women - 5 Pc Gift Set 0.27oz Les Infusions De Prada Iri,1,1,Taxable Goods,Not Visible Individually,48.3,,,,I0019471,,,,images/I0019471.png,,images/I0019471.png,,images/I0019471.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Prada,size=3 Pc Gift Set,type=0.27oz Les Infusions De Prada Iris EDP Splash , 0.27oz Les Infusion De Prada Fleur D Oranger EDP Splash , 0.24oz Prada Candy EDP Splash , 0.24oz Prada Candy Florale EDT Splash , 0.24oz Prada Candy Leau EDT Splash,gender=Women,upc=8435137752980,pwwsku=W-GS-4172",-1,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0019472,,Default,simple,Default Category/GIFTSET,base,The Prada Miniatures Collection,The Prada Miniatures Collection by Prada for Women - 5 Pc Mini Gift Set 0.27oz Infusion DIris EDT Sp,The Prada Miniatures Collection by Prada for Women - 5 Pc Mini Gift Set 0.27oz Infusion DIris EDT Sp,1,1,Taxable Goods,Not Visible Individually,48.3,,,,I0019472,,,,images/I0019472.png,,images/I0019472.png,,images/I0019472.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Prada,size=3 Pc Gift Set,type=0.27oz Infusion DIris EDT Splash, 0.27oz Infusion DIris EDP Splash, 0.27oz Infusion DIris EDP Absolue Splash, 0.24oz Prada Candy EDP Splash, 0.24oz Prada Candy LEau EDT Splash,gender=Women,upc=8435137732708,pwwsku=W-GS-3828",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0019473,,Default,simple,Default Category/GIFTSET,base,Thierry Mugler Miniatures Collection,Thierry Mugler Miniatures Collection by Thierry Mugler for Women - 4 Pc Mini Gift Set 0.17oz Angel E,Thierry Mugler Miniatures Collection by Thierry Mugler for Women - 4 Pc Mini Gift Set 0.17oz Angel E,1,1,Taxable Goods,Not Visible Individually,33.47,,,,I0019473,,,,images/I0019473.png,,images/I0019473.png,,images/I0019473.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Thierry Mugler,size=4 Pc Mini Gift Set,type=0.17oz Angel EDP Splash, 0.1oz Angel EDT Splash, 0.2oz Alien EDP Splash, 0.2oz Alien EAU Extraordinaire EDT Splash,gender=Women,upc=3439600298017,pwwsku=W-GS-4199",0,1,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
I0019474,,Default,simple,Default Category/GIFTSET,base,Tommy Bahama Island Life,"Tommy Bahama Island Life by Tommy Bahama for Women - 3 Pc Gift Set 3.4oz EDP Spray, 0.33 Purse Spray","Tommy Bahama Island Life by Tommy Bahama for Women - 3 Pc Gift Set 3.4oz EDP Spray, 0.33 Purse Spray",1,1,Taxable Goods,"Catalog, Search",28.98,,,,I0019474,,,,images/I0019474.png,,images/I0019474.png,,images/I0019474.png,,,,,,,,Block after Info Column,,,,,,,,,,,,,"designer=Tommy Bahama,size=3 Pc Gift Set,type=3.4oz EDP Spray, 0.33 Purse Spray, 3.4oz Body Lotion,gender=Women,upc=603531785172,pwwsku=W-GS-3837",21,0,1,0,0,1,1,1,0,1,1,,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,
