sku,additional_attributes
I0005866,"designer=bareMinerals,size=0.34 oz,type=Foundation,gender=Women,upc=98132472543,pwwsku=W-C-15398"
I0005867,"designer=bareMinerals,size=0.34 oz,type=Foundation,gender=Women,upc=98132472598,pwwsku=W-C-15703"
I0005868,"designer=bareMinerals,size=0.2 oz,type=Concealer,gender=Women,upc=98132442157,pwwsku=W-C-8209"
I0005869,"designer=bareMinerals,size=0.2 oz,type=Concealer,gender=Women,upc=98132442102,pwwsku=W-C-10592"
I0005870,"designer=bareMinerals,size=0.2 oz,type=Concealer,gender=Women,upc=98132442119,pwwsku=W-C-8205"
I0005871,"designer=bareMinerals,size=0.2 oz,type=Concealer,gender=Women,upc=98132442126,pwwsku=W-C-8206"
I0005872,"designer=bareMinerals,size=0.2 oz,type=Concealer,gender=Women,upc=98132442133,pwwsku=W-C-8207"
I0005873,"designer=bareMinerals,size=0.2 oz,type=Concealer,gender=Women,upc=98132442140,pwwsku=W-C-8208"
I0005874,"designer=bareMinerals,size=0.3 oz,type=Powder,gender=Women,upc=98132441341,pwwsku=W-C-8204"
I0005875,"designer=bareMinerals,size=0.3 oz,type=Powder,gender=Women,upc=98132375356,pwwsku=W-C-15391"
I0005876,"designer=bareMinerals,size=0.3 oz,type=Powder,gender=Women,upc=98132391578,pwwsku=W-C-15392"
I0005877,"designer=bareMinerals,size=1 oz,type=Foundation,gender=Women,upc=98132364367,pwwsku=W-C-10648"
I0005878,"designer=bareMinerals,size=1 oz,type=Foundation,gender=Women,upc=98132364428,pwwsku=W-C-10654"
I0005879,"designer=bareMinerals,size=1 oz,type=Foundation,gender=Women,upc=98132364336,pwwsku=W-C-10649"
I0005880,"designer=bareMinerals,size=1 oz,type=Foundation,gender=Women,upc=98132364329,pwwsku=W-C-10656"
I0005881,"designer=bareMinerals,size=1 oz,type=Foundation,gender=Women,upc=98132364398,pwwsku=W-C-10657"
I0005882,"designer=bareMinerals,size=1 oz,type=Foundation,gender=Women,upc=98132364312,pwwsku=W-C-10658"
I0005883,"designer=bareMinerals,size=1 oz,type=Foundation,gender=Women,upc=98132364350,pwwsku=W-C-10650"
I0005884,"designer=bareMinerals,size=1 oz,type=Foundation,gender=Women,upc=98132364374,pwwsku=W-C-10651"
I0005885,"designer=bareMinerals,size=1 oz,type=Foundation,gender=Women,upc=98132364473,pwwsku=W-C-10652"
I0005886,"designer=bareMinerals,size=1 oz,type=Foundation,gender=Women,upc=98132364343,pwwsku=W-C-10653"
I0005887,"designer=bareMinerals,size=1 oz,type=Foundation,gender=Women,upc=98132364381,pwwsku=W-C-8176"
I0005888,"designer=bareMinerals,size=1 oz,type=Foundation,gender=Women,upc=98132364435,pwwsku=W-C-8179"
I0005889,"designer=bareMinerals,size=1 oz,type=Foundation,gender=Women,upc=98132364404,pwwsku=W-C-8177"
I0005890,"designer=bareMinerals,size=1 oz,type=Foundation,gender=Women,upc=98132364305,pwwsku=W-C-8175"
I0005891,"designer=bareMinerals,size=1 oz,type=Foundation,gender=Women,upc=98132364411,pwwsku=W-C-8178"
I0005892,"designer=bareMinerals,size=1 oz,type=Foundation,gender=Women,upc=98132364442,pwwsku=W-C-8180"
I0005893,"designer=bareMinerals,size=1 oz,type=Foundation,gender=Women,upc=98132364466,pwwsku=W-C-8181"
I0005894,"designer=Ciate London,size=0.24 oz,type=Nail Polish,gender=Women,upc=5060359908902,pwwsku=W-C-7576"
I0005895,"designer=Christian Dior,size=0.33 oz,type=Nail Polish,gender=Women,upc=3348901149921,pwwsku=W-C-4733"
I0005896,"designer=the Balm,size=0.06 oz,type=Eyeshadow,gender=Women,upc=681619806414,pwwsku=W-C-10542"
I0005897,"designer=the Balm,size=0.06 oz,type=Eyeshadow,gender=Women,upc=681619806483,pwwsku=W-C-10710"
I0005898,"designer=the Balm,size=0.06 oz,type=Eyeshadow,gender=Women,upc=681619806445,pwwsku=W-C-10543"
I0005899,"designer=the Balm,size=0.06 oz,type=Eyeshadow,gender=Women,upc=681619806452,pwwsku=W-C-10544"
I0005900,"designer=the Balm,size=0.06 oz,type=Eyeshadow,gender=Women,upc=681619806421,pwwsku=W-C-10545"
I0005901,"designer=the Balm,size=0.06 oz,type=Eyeshadow,gender=Women,upc=681619806476,pwwsku=W-C-10711"
I0005902,"designer=the Balm,size=0.06 oz,type=Eyeshadow,gender=Women,upc=681619806469,pwwsku=W-C-10712"
I0005903,"designer=the Balm,size=0.06 oz,type=Eyeshadow,gender=Women,upc=681619806438,pwwsku=W-C-10713"
I0005904,"designer=By Terry,size=0.23 oz,type=Lip Care,gender=Women,upc=3700076447033,pwwsku=W-C-15554"
I0005905,"designer=By Terry,size=0.24 oz,type=Balm,gender=Women,upc=3700076436464,pwwsku=W-C-13183"
I0005906,"designer=By Terry,size=0.24 oz,type=Balm,gender=Women,upc=3700076436471,pwwsku=W-C-13184"
I0005907,"designer=By Terry,size=0.24 oz,type=Balm,gender=Women,upc=3700076436488,pwwsku=W-C-13185"
I0005908,"designer=By Terry,size=0.24 oz,type=Balm,gender=Women,upc=3700076437232,pwwsku=W-C-13186"
I0005909,"designer=By Terry,size=0.24 oz,type=Balm,gender=Women,upc=3700076437249,pwwsku=W-C-13187"
I0005910,"designer=By Terry,size=0.24 oz,type=Balm,gender=Women,upc=3700076437256,pwwsku=W-C-13188"
I0005911,"designer=Mavala,size=1.75 oz,type=Makeup,gender=Women,upc=7618900512016,pwwsku=W-C-14175"
I0005912,"designer=Mavala,size=1.75 oz,type=Makeup,gender=Women,upc=7618900512023,pwwsku=W-C-14174"
I0005913,"designer=Mavala,size=1.75 oz,type=Makeup,gender=Women,upc=7618900512030,pwwsku=W-C-14173"
I0005914,"designer=Mavala,size=1.75 oz,type=Makeup,gender=Women,upc=7618900512047,pwwsku=W-C-14171"
I0005915,"designer=Mavala,size=1.75 oz,type=Makeup,gender=Women,upc=7618900512054,pwwsku=W-C-14172"
I0005916,"designer=Mavala,size=1.75 oz,type=Makeup,gender=Women,upc=7618900512061,pwwsku=W-C-14182"
I0005917,"designer=Burts Bees,size=1.7 oz,type=Foundation,gender=Women,upc=792850893740,pwwsku=W-C-15116"
I0005918,"designer=Burts Bees,size=1.7 oz,type=Foundation,gender=Women,upc=792850893757,pwwsku=W-C-15117"
I0005919,"designer=Burts Bees,size=1.7 oz,type=Foundation,gender=Women,upc=792850893764,pwwsku=W-C-15115"
I0005920,"designer=Orly,size=0.6 oz,type=Nail Treatment,gender=Women,upc=96200246201,pwwsku=W-C-7907"
I0005921,"designer=Laneige,size=2 x 0.5 oz,type=Foundation & Refill,gender=Women,upc=8806390508377,pwwsku=W-C-11867"
I0005922,"designer=Laneige,size=2 x 0.5 oz,type=Foundation & Refill,gender=Women,upc=8801042717831,pwwsku=W-C-11871"
I0005923,"designer=Laneige,size=2 x 0.5 oz,type=Foundation (Refill),gender=Women,upc=8806403429835,pwwsku=W-C-6761"
I0005924,"designer=Laneige,size=2 x 0.5 oz,type=Makeup & Refill,gender=Women,upc=8806403449482,pwwsku=W-C-11870"
I0005925,"designer=Laneige,size=2 x 0.5 oz,type=Foundation & Refill,gender=Women,upc=8806390508230,pwwsku=W-C-11872"
I0005926,"designer=Smashbox,size=0.1 oz,type=Lipstick,gender=Women,upc=843711220363,pwwsku=W-C-15150"
I0005927,"designer=Smashbox,size=0.1 oz,type=Lipstick,gender=Women,upc=843711220370,pwwsku=W-C-15151"
I0005928,"designer=Smashbox,size=0.1 oz,type=Lipstick,gender=Women,upc=843711220387,pwwsku=W-C-15152"
I0005929,"designer=Smashbox,size=3 x 0.10 oz,type=0.10oz Be Legendary Lipstick - Famous, 0.10oz Be Legendary Lipstick - Primorose, 0.10oz Be Legendary Lipstick - First Time Matte,gender=Women,upc=607710052604,pwwsku=W-C-12052"
I0005930,"designer=Cargo,size=0.31 oz,type=Powder,gender=Women,upc=625386160010,pwwsku=W-C-12138"
I0005931,"designer=Cargo,size=0.31 oz,type=Blush & Bronzer,gender=Women,upc=625386160041,pwwsku=W-C-12140"
I0005932,"designer=Cargo,size=0.31 oz,type=Blush & Bronzer,gender=Women,upc=625386160034,pwwsku=W-C-12139"
I0005933,"designer=Cargo,size=0.31 oz,type=Blush & Bronzer,gender=Women,upc=625386160065,pwwsku=W-C-12141"
I0005934,"designer=Chanel,size=0.21 oz,type=Mascara,gender=Women,upc=3145891901900,pwwsku=W-C-6459"
I0005935,"designer=Elizabeth Arden,size=0.09 oz,type=Brow Shaper & Eyeliner,gender=Women,upc=85805143619,pwwsku=W-C-10364"
I0005936,"designer=Elizabeth Arden,size=0.09 oz,type=Brow Shaper & Eyeliner,gender=Women,upc=85805143626,pwwsku=W-C-10365"
I0005937,"designer=Elizabeth Arden,size=0.09 oz,type=Brow Shaper & Eyeliner,gender=Women,upc=85805143633,pwwsku=W-C-10366"
I0005938,"designer=Elizabeth Arden,size=0.09 oz,type=Brow Shaper & Eyeliner,gender=Women,upc=85805143589,pwwsku=W-C-10367"
I0005939,"designer=Elizabeth Arden,size=0.09 oz,type=Eye Shadow,gender=Women,upc=85805134020,pwwsku=W-C-10329"
I0005940,"designer=Elizabeth Arden,size=0.09 oz,type=Eye Shadow,gender=Women,upc=85805134037,pwwsku=W-C-10330"
I0005941,"designer=Elizabeth Arden,size=0.09 oz,type=Eye Shadow,gender=Women,upc=85805134044,pwwsku=W-C-10331"
I0005942,"designer=Elizabeth Arden,size=0.09 oz,type=Eye Shadow,gender=Women,upc=85805134051,pwwsku=W-C-10332"
I0005943,"designer=Elizabeth Arden,size=0.09 oz,type=Eye Shadow,gender=Women,upc=85805134099,pwwsku=W-C-10333"
I0005944,"designer=Elizabeth Arden,size=0.09 oz,type=Eye Shadow,gender=Women,upc=85805134112,pwwsku=W-C-10334"
I0005945,"designer=Elizabeth Arden,size=0.09 oz,type=Eye Shadow,gender=Women,upc=85805134143,pwwsku=W-C-10335"
I0005946,"designer=Elizabeth Arden,size=0.09 oz,type=Eye Shadow,gender=Women,upc=85805134426,pwwsku=W-C-10336"
I0005947,"designer=Elizabeth Arden,size=0.09 oz,type=Eye Shadow,gender=Women,upc=85805134181,pwwsku=W-C-10337"
I0005948,"designer=Elizabeth Arden,size=0.09 oz,type=Eye Shadow,gender=Women,upc=85805134198,pwwsku=W-C-10338"
I0005949,"designer=Elizabeth Arden,size=0.09 oz,type=Eye Shadow,gender=Women,upc=85805134204,pwwsku=W-C-10339"
I0005950,"designer=Elizabeth Arden,size=0.09 oz,type=Eye Shadow,gender=Women,upc=85805134259,pwwsku=W-C-10340"
I0005951,"designer=Elizabeth Arden,size=0.09 oz,type=Eye Shadow,gender=Women,upc=85805134273,pwwsku=W-C-10341"
I0005952,"designer=Elizabeth Arden,size=0.09 oz,type=Eye Shadow,gender=Women,upc=85805134303,pwwsku=W-C-10342"
I0005953,"designer=Elizabeth Arden,size=0.09 oz,type=Eye Shadow,gender=Women,upc=85805134075,pwwsku=W-C-10343"
I0005954,"designer=Elizabeth Arden,size=0.11 oz,type=Eye Shadow,gender=Women,upc=85805134358,pwwsku=W-C-10437"
I0005955,"designer=Elizabeth Arden,size=0.22 oz,type=Lip Gloss,gender=Women,upc=85805153908,pwwsku=W-C-10344"
I0005956,"designer=Elizabeth Arden,size=0.22 oz,type=Lip Gloss,gender=Women,upc=85805153915,pwwsku=W-C-10345"
I0005957,"designer=Elizabeth Arden,size=0.22 oz,type=Lip Gloss,gender=Women,upc=85805153946,pwwsku=W-C-10346"
I0005958,"designer=Elizabeth Arden,size=0.22 oz,type=Lip Gloss,gender=Women,upc=85805153991,pwwsku=W-C-10347"
I0005959,"designer=Elizabeth Arden,size=0.22 oz,type=Lip Gloss,gender=Women,upc=85805154165,pwwsku=W-C-10348"
I0005960,"designer=Elizabeth Arden,size=0.22 oz,type=Lip Gloss,gender=Women,upc=85805154189,pwwsku=W-C-10349"
I0005961,"designer=Elizabeth Arden,size=0.36 oz,type=Mascara,gender=Women,upc=85805019563,pwwsku=W-C-10352"
I0005962,"designer=Elizabeth Arden,size=0.12 oz,type=Lip Stick,gender=Women,upc=85805519353,pwwsku=W-C-10393"
I0005963,"designer=Elizabeth Arden,size=0.12 oz,type=Lip Stick,gender=Women,upc=85805519360,pwwsku=W-C-10394"
I0005964,"designer=Elizabeth Arden,size=0.12 oz,type=Lip Stick,gender=Women,upc=85805519377,pwwsku=W-C-10395"
I0005965,"designer=Elizabeth Arden,size=0.12 oz,type=Lip Stick,gender=Women,upc=85805519384,pwwsku=W-C-10396"
I0005966,"designer=Elizabeth Arden,size=0.12 oz,type=Lip Stick,gender=Women,upc=85805519438,pwwsku=W-C-10397"
I0005967,"designer=Elizabeth Arden,size=0.12 oz,type=Lip Stick,gender=Women,upc=85805519445,pwwsku=W-C-10398"
I0005968,"designer=Elizabeth Arden,size=0.12 oz,type=Lip Stick,gender=Women,upc=85805519452,pwwsku=W-C-10399"
I0005969,"designer=Elizabeth Arden,size=0.12 oz,type=Lip Stick,gender=Women,upc=85805519476,pwwsku=W-C-10400"
I0005970,"designer=Elizabeth Arden,size=0.12 oz,type=Lip Stick,gender=Women,upc=85805519483,pwwsku=W-C-10401"
I0005971,"designer=Elizabeth Arden,size=0.12 oz,type=Lip Stick,gender=Women,upc=85805519513,pwwsku=W-C-10402"
I0005972,"designer=Elizabeth Arden,size=0.12 oz,type=Lip Stick,gender=Women,upc=85805519520,pwwsku=W-C-10403"
I0005973,"designer=Elizabeth Arden,size=0.12 oz,type=Lip Stick,gender=Women,upc=85805519575,pwwsku=W-C-10404"
I0005974,"designer=Elizabeth Arden,size=0.12 oz,type=Lip Stick,gender=Women,upc=85805519582,pwwsku=W-C-10405"
I0005975,"designer=Elizabeth Arden,size=0.12 oz,type=Lip Stick,gender=Women,upc=85805519612,pwwsku=W-C-10406"
I0005976,"designer=Elizabeth Arden,size=0.12 oz,type=Lip Stick,gender=Women,upc=85805519629,pwwsku=W-C-10407"
I0005977,"designer=Elizabeth Arden,size=0.12 oz,type=Lip Stick,gender=Women,upc=85805519636,pwwsku=W-C-10408"
I0005978,"designer=Elizabeth Arden,size=0.12 oz,type=Lip Stick,gender=Women,upc=85805519643,pwwsku=W-C-10409"
I0005979,"designer=Elizabeth Arden,size=0.12 oz,type=Lip Stick,gender=Women,upc=85805519667,pwwsku=W-C-10410"
I0005980,"designer=Elizabeth Arden,size=0.12 oz,type=Lip Stick,gender=Women,upc=85805519704,pwwsku=W-C-10411"
I0005981,"designer=Elizabeth Arden,size=0.12 oz,type=Lip Stick,gender=Women,upc=85805519711,pwwsku=W-C-10412"
I0005982,"designer=Elizabeth Arden,size=0.12 oz,type=Lip Stick,gender=Women,upc=85805519728,pwwsku=W-C-10413"
I0005983,"designer=Elizabeth Arden,size=0.12 oz,type=Lip Stick,gender=Women,upc=85805519742,pwwsku=W-C-10414"
I0005984,"designer=Elizabeth Arden,size=0.12 oz,type=Lip Stick,gender=Women,upc=85805172572,pwwsku=W-C-10415"
I0005985,"designer=Elizabeth Arden,size=0.12 oz,type=Lip Stick,gender=Women,upc=85805172589,pwwsku=W-C-10416"
I0005986,"designer=Elizabeth Arden,size=0.12 oz,type=Lip Stick,gender=Women,upc=85805172596,pwwsku=W-C-10417"
I0005987,"designer=Elizabeth Arden,size=0.12 oz,type=Lip Stick,gender=Women,upc=85805172602,pwwsku=W-C-10418"
I0005988,"designer=Elizabeth Arden,size=0.12 oz,type=Lip Stick,gender=Women,upc=85805172619,pwwsku=W-C-10419"
I0005989,"designer=Elizabeth Arden,size=0.12 oz,type=Lip Stick,gender=Women,upc=85805172626,pwwsku=W-C-10420"
I0005990,"designer=Elizabeth Arden,size=0.12 oz,type=Lip Stick,gender=Women,upc=85805172633,pwwsku=W-C-10421"
I0005991,"designer=Elizabeth Arden,size=0.12 oz,type=Lip Stick,gender=Women,upc=85805172640,pwwsku=W-C-10422"
I0005992,"designer=Elizabeth Arden,size=0.012 oz,type=Eyeliner,gender=Women,upc=85805533021,pwwsku=W-C-10368"
I0005993,"designer=Elizabeth Arden,size=0.012 oz,type=Eyeliner,gender=Women,upc=85805533038,pwwsku=W-C-10369"
I0005994,"designer=Elizabeth Arden,size=0.012 oz,type=Lip Liner,gender=Women,upc=85805519117,pwwsku=W-C-10361"
I0005995,"designer=Elizabeth Arden,size=0.012 oz,type=Lip Liner,gender=Women,upc=85805519155,pwwsku=W-C-10362"
I0005996,"designer=Elizabeth Arden,size=0.012 oz,type=Lip Liner,gender=Women,upc=85805519148,pwwsku=W-C-10363"
I0005997,"designer=Elizabeth Arden,size=0.19 oz,type=Blush,gender=Women,upc=85805154219,pwwsku=W-C-10428"
I0005998,"designer=Elizabeth Arden,size=0.19 oz,type=Blush,gender=Women,upc=85805154226,pwwsku=W-C-10429"
I0005999,"designer=Elizabeth Arden,size=0.19 oz,type=Blush,gender=Women,upc=85805154233,pwwsku=W-C-10430"
I0006000,"designer=Elizabeth Arden,size=0.19 oz,type=Blush,gender=Women,upc=85805154257,pwwsku=W-C-10431"
I0006001,"designer=Elizabeth Arden,size=0.19 oz,type=Blush,gender=Women,upc=85805154264,pwwsku=W-C-10432"
I0006002,"designer=Elizabeth Arden,size=0.19 oz,type=Blush,gender=Women,upc=85805154295,pwwsku=W-C-10433"
I0006003,"designer=Elizabeth Arden,size=0.19 oz,type=Blush,gender=Women,upc=85805154424,pwwsku=W-C-10434"
I0006004,"designer=Elizabeth Arden,size=0.19 oz,type=Blush,gender=Women,upc=85805154431,pwwsku=W-C-10435"
I0006005,"designer=Elizabeth Arden,size=0.04 oz,type=Eye Pencil,gender=Women,upc=85805104214,pwwsku=W-C-10317"
I0006006,"designer=Elizabeth Arden,size=0.04 oz,type=Eye Pencil,gender=Women,upc=85805104221,pwwsku=W-C-10318"
I0006007,"designer=Elizabeth Arden,size=0.04 oz,type=Eyes Pencil,gender=Women,upc=85805116484,pwwsku=W-C-10319"
I0006008,"designer=Elizabeth Arden,size=0.03 oz,type=Lip Pencil,gender=Women,upc=85805003173,pwwsku=W-C-10320"
I0006009,"designer=Elizabeth Arden,size=0.03 oz,type=Lip Pencil,gender=Women,upc=85805003180,pwwsku=W-C-10321"
I0006010,"designer=Elizabeth Arden,size=0.03 oz,type=Lip Pencil,gender=Women,upc=85805003197,pwwsku=W-C-10322"
I0006011,"designer=Elizabeth Arden,size=0.03 oz,type=Lip Pencil,gender=Women,upc=85805003203,pwwsku=W-C-10323"
I0006012,"designer=Elizabeth Arden,size=0.03 oz,type=Lip Pencil,gender=Women,upc=85805003210,pwwsku=W-C-10324"
I0006013,"designer=Elizabeth Arden,size=0.03 oz,type=Lip Pencil,gender=Women,upc=85805003227,pwwsku=W-C-10325"
I0006014,"designer=Elizabeth Arden,size=0.03 oz,type=Lip Pencil,gender=Women,upc=85805003234,pwwsku=W-C-10326"
I0006015,"designer=Elizabeth Arden,size=0.03 oz,type=Lip Pencil,gender=Women,upc=85805003241,pwwsku=W-C-10327"
I0006016,"designer=Ciate London,size=0.077 oz,type=Treatment,gender=Women,upc=5060359908759,pwwsku=W-C-7577"
I0006017,"designer=bareMinerals,size=1 Pc,type=Brush,gender=Women,upc=98132427864,pwwsku=W-C-15705"
I0006018,"designer=Bourjois,size=1 Pc,type=Mascara,gender=Women,upc=3052503700106,pwwsku=W-C-4411"
I0006019,"designer=Colorescience,size=0.42 oz,type=Makeup,gender=Women,upc=813419020701,pwwsku=W-C-13900"
I0006020,"designer=beautyblender,size=1 Pc,type=Sponge,gender=Women,upc=851610005455,pwwsku=W-C-8043"
I0006021,"designer=beautyblender,size=1 Pc,type=Sponge,gender=Women,upc=851610005332,pwwsku=W-C-9170"
I0006022,"designer=beautyblender,size=2 Pc Kit,type=2 x Beautyblender Micro.Mini - Green,gender=Women,upc=851610005219,pwwsku=W-C-8048"
I0006023,"designer=TIGI,size=0.28 oz,type=Eye Shadow,gender=Women,upc=615908413106,pwwsku=W-C-1927"
I0006024,"designer=TIGI,size=0.28 oz,type=Eye Shadow,gender=Women,upc=615908413090,pwwsku=W-C-1925"
I0006025,"designer=TiGI,size=0.1 oz,type=Eye Pencil,gender=Women,upc=615908405255,pwwsku=W-C-2755"
I0006026,"designer=TIGI,size=0.1 oz,type=Eye Liner,gender=Women,upc=615908410013,pwwsku=W-C-1918"
I0006027,"designer=TIGI,size=0.1 oz,type=Lip Liner,gender=Women,upc=615908410068,pwwsku=W-C-1919"
I0006028,"designer=TIGI,size=0.16 oz,type=Eye Shadow,gender=Women,upc=615908405934,pwwsku=W-C-2287"
I0006029,"designer=TIGI,size=0.16 oz,type=Eye Shadow,gender=Women,upc=615908405880,pwwsku=W-C-2288"
I0006030,"designer=TIGI,size=0.16 oz,type=Eye Shadow,gender=Women,upc=615908406009,pwwsku=W-C-2289"
I0006031,"designer=TIGI,size=0.16 oz,type=Eyeshadow,gender=Women,upc=615908405897,pwwsku=W-C-1974"
I0006032,"designer=TIGI,size=0.16 oz,type=Eye Shadow,gender=Women,upc=615908405989,pwwsku=W-C-2291"
I0006033,"designer=TIGI,size=0.14 oz,type=Lipstick,gender=Women,upc=615908414509,pwwsku=W-C-2666"
I0006034,"designer=TIGI,size=0.14 oz,type=Lip Stick,gender=Women,upc=615908414578,pwwsku=W-C-2703"
I0006035,"designer=TIGI,size=0.14 oz,type=Lipstick,gender=Women,upc=615908414585,pwwsku=W-C-2806"
I0006036,"designer=TIGI,size=0.14 oz,type=Lipstick,gender=Women,upc=615908414479,pwwsku=W-C-2667"
I0006037,"designer=TIGI,size=0.14 oz,type=Lip Stick,gender=Women,upc=615908414530,pwwsku=W-C-2704"
I0006038,"designer=TIGI,size=0.43 oz,type=Foundation,gender=Women,upc=615908409802,pwwsku=W-C-1929"
I0006039,"designer=TIGI,size=0.43 oz,type=Foundation,gender=Women,upc=615908409819,pwwsku=W-C-1930"
I0006040,"designer=TIGI,size=0.43 oz,type=Foundation,gender=Women,upc=615908409826,pwwsku=W-C-1931"
I0006041,"designer=TIGI,size=0.43 oz,type=Foundation,gender=Women,upc=615908409833,pwwsku=W-C-1932"
I0006042,"designer=TIGI,size=0.4 oz,type=Lip Gloss,gender=Women,upc=615908403794,pwwsku=84365"
I0006043,"designer=TIGI,size=0.35 oz,type=Mascara,gender=Women,upc=75371641770,pwwsku=W-C-1912"
I0006044,"designer=TIGI,size=0.35 oz,type=Mascara,gender=Women,upc=615908414332,pwwsku=W-C-1913"
I0006045,"designer=TIGI,size=0.6 oz,type=Lip Stick,gender=Women,upc=615908405033,pwwsku=W-C-1894"
I0006046,"designer=TIGI,size=0.14 oz,type=Lip Stick,gender=Women,upc=615908405019,pwwsku=W-C-2294"
I0006047,"designer=TIGI,size=0.14 oz,type=Lip Stick,gender=Women,upc=615908408553,pwwsku=W-C-2295"
I0006048,"designer=TIGI,size=0.14 oz,type=Lip Stick,gender=Women,upc=615908405064,pwwsku=W-C-1983"
I0006049,"designer=TIGI,size=0.14 oz,type=Lip Stick,gender=Women,upc=615908405040,pwwsku=W-C-1984"
I0006050,"designer=TIGI,size=0.14 oz,type=Lip Stick,gender=Women,upc=615908404999,pwwsku=W-C-1985"
I0006051,"designer=TIGI,size=0.14 oz,type=Lip Stick,gender=Women,upc=615908405071,pwwsku=W-C-1986"
I0006052,"designer=TIGI,size=0.14 oz,type=Lip Stick,gender=Women,upc=615908405088,pwwsku=W-C-1987"
I0006053,"designer=TIGI,size=1 oz,type=Treatment,gender=Women,upc=615908406146,pwwsku=W-C-2299"
I0006054,"designer=TIGI,size=1 oz,type=Foundation,gender=Women,upc=615908406320,pwwsku=W-C-2670"
I0006055,"designer=TIGI,size=0.088 oz,type=Lipstick,gender=Women,upc=615908406481,pwwsku=W-C-1906"
I0006056,"designer=TIGI,size=0.088 oz,type=Lipstick,gender=Women,upc=615908406535,pwwsku=W-C-1908"
