sku,manage_stock,is_in_stock,errors
I0082970,1,0,
I0082971,1,0,
I0082972,1,0,
I0082973,1,0,
I0082974,1,0,
I0082975,1,1,
I0082976,1,1,
I0082977,1,0,
I0082978,1,0,
I0082979,1,0,
I0082980,1,1,
I0082981,1,1,
I0082982,1,1,
I0082983,1,1,
I0082984,1,0,
I0082985,1,1,
I0082986,1,1,
I0082987,1,0,
I0082988,1,0,
I0082989,1,0,
I0082990,1,1,
I0082991,1,1,
I0082992,1,1,
I0082993,1,1,
I0082994,1,0,
I0082995,1,0,
I0082996,1,0,
I0082997,1,0,
I0082998,1,0,
I0082999,1,0,
I0083000,1,1,
I0083001,1,1,
I0083002,1,1,
I0083003,1,1,
I0083004,1,1,
I0083005,1,1,
I0083006,1,1,
I0083007,1,1,
I0083008,1,0,
I0083009,1,0,
I0083010,1,1,
I0083011,1,1,
I0083012,1,1,
I0083013,1,1,
I0083014,1,1,
I0083015,1,0,
I0083016,1,1,
I0083017,1,0,
I0083018,1,0,
I0083019,1,0,
I0083020,1,1,
I0083021,1,1,
I0083022,1,0,
I0083023,1,0,
I0083024,1,1,
I0083025,1,0,
I0083026,1,0,
I0083027,1,1,
I0083028,1,0,
I0083029,1,1,
I0083030,1,1,
I0083031,1,0,
I0083032,1,1,
I0083033,1,1,
I0083034,1,1,
I0083035,1,1,
I0083036,1,1,
I0083037,1,1,
I0083038,1,1,
I0083039,1,1,
I0083040,1,1,
I0083041,1,1,
I0083042,1,1,
I0083043,1,1,
I0083044,1,1,
I0083045,1,1,
I0083046,1,1,
I0083047,1,1,
I0083048,1,1,
I0083049,1,1,
I0083050,1,1,
I0083051,1,1,
I0083052,1,1,
I0083053,1,1,
I0083054,1,1,
I0083055,1,1,
I0083056,1,1,
I0083057,1,1,
I0083058,1,1,
I0083059,1,1,
I0083060,1,1,
I0083061,1,0,
I0083062,1,1,
I0083063,1,1,
I0083064,1,1,
I0083065,1,1,
I0083066,1,1,
I0083067,1,0,
I0083068,1,0,
I0083069,1,1,
I0083070,1,1,
I0083071,1,1,
I0083072,1,1,
I0083073,1,1,
I0083074,1,1,
I0083075,1,1,
I0083076,1,1,
I0083077,1,1,
I0083078,1,0,
I0083079,1,0,
I0083080,1,0,
I0083081,1,0,
I0083082,1,1,
I0083083,1,1,
I0083084,1,1,
I0083085,1,1,
I0083086,1,0,
I0083087,1,1,
I0083088,1,0,
I0083089,1,1,
I0083090,1,1,
I0083091,1,1,
I0083092,1,1,
I0083093,1,1,
I0083094,1,1,
I0083095,1,1,
I0083096,1,0,
I0083097,1,1,
I0083098,1,1,
I0083099,1,0,
I0083100,1,1,
I0083101,1,0,
I0083102,1,1,
I0083103,1,0,
I0083104,1,1,
I0083105,1,1,
I0083106,1,0,
I0083107,1,0,
I0083108,1,0,
I0083109,1,0,
I0083110,1,1,
I0083111,1,1,
I0083112,1,1,
I0083113,1,0,
I0083114,1,0,
I0083115,1,0,
I0083116,1,0,
I0083117,1,0,
I0083118,1,0,
I0083119,1,1,
I0083120,1,0,
I0087687,1,1,"Product Type is invalid or not supported"
