sku,manage_stock,is_in_stock
I0046250,1,0
I0046251,1,0
I0046252,1,0
I0046253,1,0
I0046254,1,0
I0046255,1,0
I0046256,1,0
I0046257,1,0
I0046258,1,0
I0046259,1,0
I0046260,1,0
I0046261,1,0
I0046262,1,0
I0046263,1,1
I0046264,1,0
I0046265,1,0
I0046266,1,0
I0046267,1,0
I0046268,1,0
I0046269,1,0
I0046270,1,0
I0046271,1,0
I0046272,1,0
I0046273,1,0
I0046274,1,0
I0046275,1,0
I0046276,1,0
I0046277,1,0
I0046278,1,0
I0046279,1,0
I0046280,1,0
I0046281,1,0
I0046282,1,0
I0046283,1,0
I0046284,1,0
I0046285,1,0
I0046286,1,0
I0046287,1,0
I0046288,1,0
I0046289,1,0
I0046290,1,0
I0046291,1,0
I0046292,1,0
I0046293,1,0
I0046294,1,0
I0046295,1,0
I0046296,1,0
I0046297,1,0
I0046298,1,0
I0046299,1,0
I0046300,1,0
I0046301,1,0
I0046302,1,0
I0046303,1,0
I0046304,1,0
I0046305,1,0
I0046306,1,0
I0046307,1,0
I0046308,1,0
I0046309,1,0
I0046310,1,0
I0046311,1,0
I0046312,1,0
I0046313,1,0
I0046314,1,0
I0046315,1,0
I0046316,1,0
I0046317,1,0
I0046318,1,0
I0046319,1,0
I0046320,1,0
I0046321,1,0
I0046322,1,0
I0046323,1,0
I0046324,1,0
I0046325,1,0
I0046326,1,0
I0046327,1,0
I0046328,1,0
I0046329,1,0
I0046330,1,0
I0046331,1,0
I0046332,1,0
I0046333,1,0
I0046334,1,0
I0046335,1,0
I0046336,1,0
I0046337,1,0
I0046338,1,0
I0046339,1,0
I0046340,1,0
I0046341,1,0
I0046342,1,0
I0046343,1,0
I0046344,1,0
I0046345,1,0
I0046346,1,0
I0046347,1,0
I0046348,1,0
I0046349,1,0
I0046350,1,0
I0046351,1,0
I0046352,1,0
I0046353,1,0
I0046354,1,0
I0046355,1,0
I0046356,1,0
I0046357,1,0
I0046358,1,0
I0046359,1,0
I0046360,1,0
I0046361,1,0
I0046362,1,0
I0046363,1,0
I0046364,1,0
I0046365,1,0
I0046366,1,0
I0046367,1,0
I0046368,1,0
I0046369,1,0
I0046370,1,0
I0046371,1,0
I0046372,1,0
I0046373,1,0
I0046374,1,0
I0046375,1,1
I0046376,1,0
I0046377,1,0
I0046378,1,0
I0046379,1,0
I0046380,1,0
I0046381,1,0
I0046382,1,0
I0046383,1,0
I0046384,1,0
I0046385,1,0
I0046386,1,0
I0046387,1,0
I0046388,1,0
I0046389,1,0
I0046390,1,0
I0046391,1,0
I0046392,1,0
I0046393,1,0
I0046394,1,0
I0046395,1,0
I0046396,1,0
I0046397,1,0
I0046398,1,0
I0046399,1,0
I0046400,1,0
I0046401,1,0
I0046402,1,0
I0046403,1,0
I0046404,1,0
I0046405,1,0
I0046406,1,0
I0046407,1,0
I0046408,1,0
I0046409,1,0
I0046410,1,0
I0046411,1,0
I0046412,1,0
I0046413,1,0
I0046414,1,0
I0046415,1,0
I0046416,1,0
I0046417,1,0
I0046418,1,0
I0046419,1,0
I0046420,1,0
I0046421,1,0
I0046422,1,0
I0046423,1,0
I0046424,1,0
I0046425,1,0
I0046426,1,0
I0046427,1,0
I0046428,1,0
I0046429,1,0
I0046430,1,0
I0046431,1,0
I0046432,1,0
I0046433,1,0
I0046434,1,0
I0046435,1,0
I0046436,1,0
I0046437,1,0
I0046438,1,0
I0046439,1,0
I0046440,1,0
I0046441,1,0
I0046442,1,0
I0046443,1,0
I0046444,1,0
I0046445,1,0
I0046446,1,0
I0046447,1,0
I0046448,1,0
I0046449,1,0
I0046450,1,0
I0046451,1,0
I0046452,1,0
I0046453,1,0
I0046454,1,0
I0046455,1,0
I0046456,1,0
I0046457,1,0
I0046458,1,0
I0046459,1,0
I0046460,1,0
I0046461,1,0
I0046462,1,0
I0046463,1,0
I0046464,1,0
I0046465,1,0
I0046466,1,0
I0046467,1,0
I0046468,1,0
I0046469,1,0
I0046470,1,0
I0046471,1,0
I0046472,1,0
I0046473,1,0
I0046474,1,0
I0046475,1,0
I0046476,1,0
I0046477,1,0
I0046478,1,0
I0046479,1,0
I0046480,1,0
I0046481,1,0
I0046482,1,0
I0046483,1,0
I0046484,1,0
I0046485,1,0
I0046486,1,0
I0046487,1,0
I0046488,1,0
I0046489,1,0
I0046490,1,0
I0046491,1,0
I0046492,1,0
I0046493,1,0
I0046494,1,0
I0046495,1,0
I0046496,1,0
I0046497,1,0
I0046498,1,0
I0046499,1,0
I0046500,1,0
I0046501,1,0
I0046502,1,0
I0046503,1,0
I0046504,1,0
I0046505,1,0
I0046506,1,0
I0046507,1,0
I0046508,1,0
I0046509,1,0
I0046510,1,0
I0046511,1,0
I0046512,1,0
I0046513,1,0
I0046514,1,0
I0046515,1,0
I0046516,1,0
I0046517,1,0
I0046518,1,0
I0046519,1,0
I0046520,1,0
I0046521,1,0
I0046522,1,0
I0046523,1,0
I0046524,1,0
I0046525,1,0
I0046526,1,0
I0046527,1,0
I0046528,1,0
I0046529,1,0
I0046530,1,0
I0046531,1,0
I0046532,1,0
I0046533,1,0
I0046534,1,0
I0046535,1,0
I0046536,1,0
I0046537,1,0
I0046538,1,0
I0046539,1,0
I0046540,1,0
I0046541,1,0
I0046542,1,0
I0046543,1,0
I0046544,1,0
I0046545,1,0
I0046546,1,0
I0046547,1,0
I0046548,1,0
I0046549,1,0
I0046550,1,0
I0046551,1,0
I0046552,1,0
I0046553,1,0
I0046554,1,0
I0046555,1,0
I0046556,1,0
I0046557,1,0
I0046558,1,0
I0046559,1,0
I0046560,1,0
I0046561,1,0
I0046562,1,0
I0046563,1,0
I0046564,1,0
I0046565,1,0
I0046566,1,0
I0046567,1,0
I0046568,1,0
I0046569,1,0
I0046570,1,0
I0046571,1,0
I0046572,1,0
I0046573,1,0
I0046574,1,0
I0046575,1,0
I0046576,1,0
I0046577,1,0
I0046578,1,0
I0046579,1,0
I0046580,1,0
I0046581,1,0
I0046582,1,0
I0046583,1,0
I0046584,1,0
I0046585,1,0
I0046586,1,0
I0046587,1,0
I0046588,1,0
I0046589,1,0
I0046590,1,0
I0046591,1,0
I0046592,1,0
I0046593,1,0
I0046594,1,0
I0046595,1,0
I0046596,1,0
I0046597,1,0
I0046598,1,0
I0046599,1,0
I0046600,1,0
I0046601,1,0
I0046602,1,0
I0046603,1,0
I0046604,1,0
I0046605,1,0
I0046606,1,0
I0046607,1,0
I0046608,1,0
I0046609,1,0
I0046610,1,0
I0046611,1,0
I0046612,1,0
I0046613,1,0
I0046614,1,0
I0046615,1,0
I0046616,1,0
I0046617,1,0
I0046618,1,0
I0046619,1,0
I0046620,1,0
I0046621,1,0
I0046622,1,0
I0046623,1,0
I0046624,1,0
I0046625,1,0
I0046626,1,0
I0046627,1,0
I0046628,1,0
I0046629,1,0
I0046630,1,0
I0046631,1,0
I0046632,1,0
I0046633,1,0
I0046634,1,0
I0046635,1,0
I0046636,1,0
I0046637,1,0
I0046638,1,0
I0046639,1,0
I0046640,1,0
I0046641,1,0
I0046642,1,0
I0046643,1,0
I0046644,1,0
I0046645,1,0
I0046646,1,0
I0046647,1,0
I0046648,1,0
I0046649,1,0
I0046650,1,0
I0046651,1,0
I0046652,1,0
I0046653,1,0
I0046654,1,0
I0046655,1,0
I0046656,1,0
I0046657,1,0
I0046658,1,0
I0046659,1,0
I0046660,1,0
I0046661,1,0
I0046662,1,0
I0046663,1,0
I0046664,1,0
I0046665,1,0
I0046666,1,0
I0046667,1,0
I0046668,1,0
I0046669,1,0
I0046670,1,0
I0046671,1,0
I0046672,1,0
I0046673,1,0
I0046674,1,0
I0046675,1,0
I0046676,1,0
I0046677,1,0
I0046678,1,0
I0046679,1,0
I0046680,1,0
I0046681,1,0
I0046682,1,0
I0046683,1,1
I0046684,1,0
I0046685,1,1
I0046686,1,1
I0046687,1,1
I0046688,1,1
I0046689,1,1
I0046690,1,1
I0046691,1,1
I0046692,1,1
I0046693,1,1
I0046694,1,1
I0046695,1,1
I0046696,1,1
I0046697,1,1
